Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Carlos Hyde (SF, RB)",184,46,0,189,0.6595744680851063,453,112,4,0,0,0,1,0,1892,6,315,766,6,182
"Lamar Miller (HOU, RB)",194,21,2,169,0.8181818181818182,426,119,2,0,0,0,0,0,1761,19,217,968,4,222
"Frank Gore (IND, RB)",119,18,0,137,0.7368421052631579,404,110,2,0,0,0,2,0,1770,5,258,796,8,217
"Bilal Powell (NYJ, RB)",140,23,0,133,0.75,390,83,2,0,0,0,0,0,2011,13,276,960,8,233
"DeMarco Murray (TEN, RB)",103,21,0,73,0.7727272727272727,372,86,2,0,0,0,1,0,1463,5,218,872,9,197
"Ameer Abdullah (DET, RB)",79,17,0,67,0.7222222222222222,369,101,1,0,0,0,0,0,1851,12,270,575,2,165
"Javorius Allen (BAL, RB)",145,42,1,133,0.7441860465116279,356,99,1,0,0,0,0,0,1346,8,255,1015,4,239
"Mike Gillislee (NE, RB)",0,0,0,0,0.0,355,98,4,0,0,0,1,0,2516,16,308,870,6,220
"Dalvin Cook (MIN, RB)",90,16,0,104,0.6470588235294118,354,74,2,0,0,0,1,0,1990,10,276,960,7,240
"Isaiah Crowell (CLE, RB)",162,25,0,178,0.6538461538461539,351,102,1,0,0,0,1,0,1782,7,307,761,6,187
"Aaron Jones (GB, RB)",17,10,0,16,0.45454545454545453,342,61,3,0,0,0,0,0,1629,14,252,707,6,156
"Derrick Henry (TEN, RB)",35,5,0,35,0.6666666666666666,331,75,2,0,0,0,0,0,1463,5,218,872,9,197
"Jonathan Stewart (CAR, RB)",44,11,1,57,0.5,329,110,1,0,0,0,1,0,1858,10,270,781,4,231
"Tevin Coleman (ATL, RB)",179,22,1,120,0.6521739130434783,313,58,1,0,0,0,1,0,1844,9,232,865,6,180
"Jerick McKinnon (MIN, RB)",203,37,1,237,0.7368421052631579,287,70,3,0,0,0,3,0,1990,10,276,960,7,240
"Orleans Darkwa (NYG, RB)",42,11,0,37,0.6666666666666666,274,51,1,0,0,0,0,0,1600,10,260,583,2,149
"Dion Lewis (NE, RB)",58,10,0,64,0.9090909090909091,271,58,2,0,0,0,0,0,2516,16,308,870,6,220
"Marshawn Lynch (OAK, RB)",38,10,0,39,0.36363636363636365,266,72,2,0,0,0,0,0,1919,13,283,704,7,166
"Joe Mixon (CIN, RB)",189,17,0,205,0.9444444444444444,253,85,1,0,0,0,2,0,1603,11,218,549,1,171
"Latavius Murray (MIN, RB)",37,6,0,54,0.8571428571428571,249,78,1,0,0,0,1,0,1990,10,276,960,7,240
"Doug Martin (TB, RB)",54,10,0,32,0.45454545454545453,247,65,2,0,0,0,0,0,2143,13,279,566,3,154
"Alvin Kamara (NO, RB)",257,42,1,216,0.7441860465116279,243,42,2,0,0,0,0,0,1951,11,249,831,7,196
"Matt Forte (NYJ, RB)",222,33,0,206,0.8823529411764706,241,57,2,0,0,0,0,0,2011,13,276,960,8,233
"Elijah McGuire (NYJ, RB)",64,8,0,66,0.6666666666666666,237,61,1,0,0,0,1,0,2011,13,276,960,8,233
"Adrian Peterson (ARI, RB)",16,7,0,19,0.375,236,64,2,0,0,0,1,0,2031,9,280,444,3,147
"Jamaal Charles (DEN, RB)",48,12,0,57,0.6923076923076923,235,50,1,0,0,0,2,0,1687,9,251,863,4,196
"Chris Thompson (WAS, RB)",442,40,3,460,0.7560975609756098,231,47,2,0,0,0,3,0,1900,13,237,738,4,182
"Tarik Cohen (CHI, RB)",239,39,1,167,0.7,228,54,1,21,1,1,3,0,1404,8,222,1039,5,243
"Chris Ivory (JAC, RB)",143,21,1,151,0.7272727272727273,209,57,1,0,0,0,1,0,1398,9,199,1213,8,239
"Chris Carson (SEA, RB)",59,8,1,46,0.7777777777777778,208,49,0,0,0,0,0,0,2008,15,259,683,2,187
"D'Onta Foreman (HOU, RB)",68,4,0,55,0.6,207,50,0,0,0,0,1,0,1761,19,217,968,4,222
"Ty Montgomery (GB, RB)",141,28,1,186,0.6896551724137931,186,60,2,0,0,0,0,0,1629,14,252,707,6,156
"Marlon Mack (IND, RB)",110,16,1,138,0.5882352941176471,183,43,2,0,0,0,1,0,1770,5,258,796,8,217
"Jalen Richard (OAK, RB)",188,22,0,171,0.7391304347826086,179,40,1,0,0,0,3,0,1919,13,283,704,7,166
"Duke Johnson (CLE, RB)",324,48,1,295,0.7346938775510204,176,34,2,0,0,0,0,0,1782,7,307,761,6,187
"Jacquizz Rodgers (TB, RB)",48,7,0,59,0.75,171,48,1,0,0,0,0,0,2143,13,279,566,3,154
"Samaje Perine (WAS, RB)",30,5,1,41,0.8333333333333334,166,55,0,0,0,0,1,0,1900,13,237,738,4,182
"Rob Kelley (WAS, RB)",14,5,0,12,0.3333333333333333,166,44,1,0,0,0,0,0,1900,13,237,738,4,182
"Matt Breida (SF, RB)",103,25,1,80,0.5384615384615384,163,42,0,0,0,0,1,0,1892,6,315,766,6,182
"Wendell Smallwood (PHI, RB)",79,15,0,70,0.625,143,38,1,0,0,0,0,0,2063,19,264,1034,4,246
"Wayne Gallman (NYG, RB)",52,13,1,57,0.7857142857142857,141,36,0,0,0,0,1,0,1600,10,260,583,2,149
"Terrance West (BAL, RB)",23,4,0,21,0.4,138,39,2,0,0,0,1,0,1346,8,255,1015,4,239
"Corey Clement (PHI, RB)",31,3,1,27,0.5,131,36,1,0,0,0,0,0,2063,19,264,1034,4,246
"T.J. Yeldon (JAC, RB)",15,2,0,9,0.6666666666666666,122,9,1,0,0,0,0,0,1398,9,199,1213,8,239
"James White (NE, RB)",340,52,1,275,0.7924528301886793,118,27,0,0,0,0,0,0,2516,16,308,870,6,220
"Christian McCaffrey (CAR, RB)",378,66,2,323,0.7313432835820896,117,49,0,0,0,0,2,0,1858,10,270,781,4,231
